,orderItemID,orderDate,deliveryDate,itemID,size,color,manufacturerID,price,customerID,salutation,dateOfBirth,state,creationDate,returnShipment
163664,163665,2012-08-10,2012-08-13,126,7+,purple,21,39.95,41817,Mrs,1900-11-19,North Rhine-Westphalia,2011-06-14,1
163949,163950,2012-08-11,2012-08-13,1510,37,mocca,1,149.9,10865,Mrs,1900-11-19,Hesse,2011-12-20,0
164594,164595,2012-08-11,2012-08-14,235,m,azure,14,39.9,18712,Mrs,1900-11-19,Bavaria,2011-02-16,1
164901,164902,2012-08-11,2012-08-14,1485,l,grey,42,149.9,5603,Mrs,1900-11-19,Hamburg,2011-02-16,1
164902,164903,2012-08-11,2012-08-14,1521,44,petrol,11,79.9,5603,Mrs,1900-11-19,Hamburg,2011-02-16,0
164903,164904,2012-08-11,2012-08-14,1758,39,petrol,40,139.9,5603,Mrs,1900-11-19,Hamburg,2011-02-16,1
164904,164905,2012-08-11,2012-08-14,1675,39,grey,26,119.9,5603,Mrs,1900-11-19,Hamburg,2011-02-16,0
164905,164906,2012-08-11,2012-08-23,1625,l,green,20,99.9,5603,Mrs,1900-11-19,Hamburg,2011-02-16,0
166268,166269,2012-08-12,2012-08-15,1621,l,anthracite,28,119.9,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,1
166269,166270,2012-08-12,2012-08-15,1551,42,grey,17,129.9,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,1
166270,166271,2012-08-12,2012-08-15,1589,l,brown,11,69.9,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,1
166271,166272,2012-08-12,2012-08-15,1931,l,red,42,109.9,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,1
166272,166273,2012-08-12,2012-08-15,1594,42,brown,17,179.9,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,1
166273,166274,2012-08-12,2012-08-17,1681,40,anthracite,9,69.9,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,0
166274,166275,2012-08-12,2012-08-31,1694,8,black,12,130.0,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,1
166275,166276,2012-08-12,2012-09-26,1872,42,anthracite,16,209.9,42273,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-26,1
167055,167056,2012-08-13,2012-08-15,415,39,grey,1,69.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
167056,167057,2012-08-13,2012-08-15,100,39,brown,43,69.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,1
167057,167058,2012-08-13,2012-08-15,70,44,red,34,19.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
167058,167059,2012-08-13,2012-08-15,2086,xl,green,56,31.95,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,1
167059,167060,2012-08-13,2012-08-15,1535,l,petrol,3,39.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
167060,167061,2012-08-13,2012-08-15,1478,l,brown,73,99.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
167061,167062,2012-08-13,2012-08-15,1401,l,petrol,3,29.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
167062,167063,2012-08-13,2012-09-12,1575,39,brown,18,199.0,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,1
167063,167064,2012-08-13,2012-09-25,1802,xl,mocca,30,32.95,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
167064,167065,2012-08-13,2012-09-25,1666,l,blue,36,99.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
167065,167066,2012-08-13,2012-11-01,1733,39,brown,69,129.95,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,1
167066,167067,2012-08-13,2012-11-12,1963,xl,stained,42,119.9,42392,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,1
167256,167257,2012-08-13,2012-08-14,1402,30,red,69,99.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167257,167258,2012-08-13,2012-08-14,1402,31,red,69,99.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167258,167259,2012-08-13,2012-08-14,1402,32,red,69,99.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167259,167260,2012-08-13,2012-08-14,1402,33,red,69,99.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167260,167261,2012-08-13,2012-08-14,2056,1,brown,21,69.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167261,167262,2012-08-13,2012-08-14,2056,2,brown,21,69.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167262,167263,2012-08-13,2012-08-14,2056,3,brown,21,69.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167263,167264,2012-08-13,2012-08-20,2187,30,purple,51,79.9,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167264,167265,2012-08-13,2012-08-20,2187,31,purple,51,79.9,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167265,167266,2012-08-13,2012-08-20,2187,32,purple,51,79.9,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167266,167267,2012-08-13,2012-08-20,2024,27,blue,51,69.9,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167267,167268,2012-08-13,2012-08-20,2024,28,blue,51,69.9,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167268,167269,2012-08-13,2012-08-20,2024,29,blue,51,69.9,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167269,167270,2012-08-13,2012-09-06,1665,1,grey,21,69.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167270,167271,2012-08-13,2012-09-06,1665,13,grey,21,69.95,98,Mrs,1900-11-19,Berlin,2011-02-16,1
167324,167325,2012-08-13,2012-08-15,273,m,white,20,69.9,42434,Mr,1900-11-19,Lower Saxony,2011-09-08,1
167325,167326,2012-08-13,2012-08-15,1535,m,petrol,3,39.9,42434,Mr,1900-11-19,Lower Saxony,2011-09-08,0
167326,167327,2012-08-13,2012-08-15,1499,m,turquoise,42,99.9,42434,Mr,1900-11-19,Lower Saxony,2011-09-08,0
167542,167543,2012-08-13,2012-08-14,1546,xl,grey,3,29.9,8743,Mrs,1900-11-19,Berlin,2011-07-31,1
167543,167544,2012-08-13,2012-08-14,1546,xxl,grey,3,29.9,8743,Mrs,1900-11-19,Berlin,2011-07-31,0
167720,167721,2012-08-13,2012-08-14,1630,xl,olive,37,49.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,0
168377,168378,2012-08-13,2012-08-15,1628,l,pink,3,24.9,6487,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
168378,168379,2012-08-13,2012-08-15,1628,s,grey,3,24.9,6487,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
168379,168380,2012-08-13,2012-08-15,1628,s,mocca,3,24.9,6487,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
168380,168381,2012-08-13,2012-08-15,1445,s,grey,29,59.9,6487,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
168381,168382,2012-08-13,2012-08-15,1702,s,turquoise,42,99.9,6487,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
168382,168383,2012-08-13,2012-08-29,1605,unsized,grey,72,39.9,6487,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
168534,168535,2012-08-14,2012-10-18,1640,l,anthracite,97,69.9,42635,Mrs,1900-11-19,Hesse,2011-02-16,1
168535,168536,2012-08-14,2012-11-05,1607,xl,blue,29,59.9,42635,Mrs,1900-11-19,Hesse,2011-02-16,0
169383,169384,2012-08-14,2012-08-16,138,l,blue,46,19.9,34958,Mrs,1900-11-19,North Rhine-Westphalia,2012-01-03,0
169384,169385,2012-08-14,2012-08-16,138,l,grey,46,19.9,34958,Mrs,1900-11-19,North Rhine-Westphalia,2012-01-03,0
169385,169386,2012-08-14,2012-08-16,138,l,grey,46,19.9,34958,Mrs,1900-11-19,North Rhine-Westphalia,2012-01-03,0
169440,169441,2012-08-14,2012-08-16,2082,45,cognac,38,199.9,42814,Mr,1900-11-19,Baden-Wuerttemberg,2012-01-09,0
169779,169780,2012-08-15,2012-08-17,1542,37+,black,1,149.9,37647,Mrs,1900-11-19,North Rhine-Westphalia,2011-10-15,0
169780,169781,2012-08-15,2012-08-30,1747,37+,black,1,144.9,37647,Mrs,1900-11-19,North Rhine-Westphalia,2011-10-15,1
170065,170066,2012-08-15,2012-08-17,1677,xl,petrol,3,49.9,13812,Mrs,1901-10-10,Rhineland-Palatinate,2011-02-16,0
170066,170067,2012-08-15,2012-08-17,1588,xl,black,48,259.95,13812,Mrs,1901-10-10,Rhineland-Palatinate,2011-02-16,1
170067,170068,2012-08-15,2012-08-17,1601,xl,black,75,199.9,13812,Mrs,1901-10-10,Rhineland-Palatinate,2011-02-16,1
170068,170069,2012-08-15,2012-08-17,1601,l,black,75,199.9,13812,Mrs,1901-10-10,Rhineland-Palatinate,2011-02-16,1
170069,170070,2012-08-15,2012-08-17,1601,xl,green,75,199.9,13812,Mrs,1901-10-10,Rhineland-Palatinate,2011-02-16,1
170070,170071,2012-08-15,2012-08-17,1780,46,black,90,69.9,13812,Mrs,1901-10-10,Rhineland-Palatinate,2011-02-16,1
170114,170115,2012-08-15,2012-08-16,1532,xxl,black,37,26.9,39449,Mrs,1906-07-02,North Rhine-Westphalia,2011-02-16,0
170115,170116,2012-08-15,2012-08-16,1532,xxl,green,37,26.9,39449,Mrs,1906-07-02,North Rhine-Westphalia,2011-02-16,0
170116,170117,2012-08-15,2012-08-16,1532,xxl,pink,37,26.9,39449,Mrs,1906-07-02,North Rhine-Westphalia,2011-02-16,0
170364,170365,2012-08-15,2012-08-28,2082,44,cognac,38,199.9,42987,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
170365,170366,2012-08-15,2012-10-09,2130,43,brown,18,170.0,42987,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
170475,170476,2012-08-15,2012-08-16,1422,41,blue,40,119.9,43012,Mrs,1900-11-19,Hesse,2011-02-16,1
170476,170477,2012-08-15,2012-08-16,1506,unsized,red,102,49.9,43012,Mrs,1900-11-19,Hesse,2011-02-16,1
170477,170478,2012-08-15,2012-08-16,1505,unsized,red,102,49.9,43012,Mrs,1900-11-19,Hesse,2011-02-16,0
170478,170479,2012-08-15,2012-08-16,1507,unsized,red,102,24.9,43012,Mrs,1900-11-19,Hesse,2011-02-16,0
170515,170516,2012-08-15,2012-08-17,1619,40,brown,94,69.9,10390,Mrs,1900-11-19,Bavaria,2011-04-04,0
170516,170517,2012-08-15,2012-08-17,1487,s,anthracite,97,59.9,10390,Mrs,1900-11-19,Bavaria,2011-04-04,0
170517,170518,2012-08-15,2012-08-17,71,10,grey,21,49.95,10390,Mrs,1900-11-19,Bavaria,2011-04-04,0
170518,170519,2012-08-15,2012-08-17,1734,10,grey,21,59.95,10390,Mrs,1900-11-19,Bavaria,2011-04-04,0
170519,170520,2012-08-15,2012-08-17,1830,unsized,brown,94,14.9,10390,Mrs,1900-11-19,Bavaria,2011-04-04,0
170520,170521,2012-08-15,2012-08-21,1532,s,petrol,37,29.9,10390,Mrs,1900-11-19,Bavaria,2011-04-04,0
170521,170522,2012-08-15,2012-10-09,1522,s,grey,20,139.9,10390,Mrs,1900-11-19,Bavaria,2011-04-04,1
170883,170884,2012-08-16,2012-08-17,120,m,red,48,69.9,43065,Mrs,1900-11-19,Hamburg,2011-10-27,0
171094,171095,2012-08-16,2012-08-17,1640,xl,anthracite,97,69.9,22871,Mrs,1900-11-19,Brandenburg,2011-07-29,1
171464,171465,2012-08-16,2012-08-20,231,41,purple,24,49.9,31210,Mrs,1900-11-19,North Rhine-Westphalia,2011-04-24,1
171465,171466,2012-08-16,2012-08-20,800,41,fuchsia,63,59.9,31210,Mrs,1900-11-19,North Rhine-Westphalia,2011-04-24,0
171466,171467,2012-08-16,2012-08-20,113,41,blue,1,69.9,31210,Mrs,1900-11-19,North Rhine-Westphalia,2011-04-24,0
171467,171468,2012-08-16,2012-08-22,100,41,petrol,43,69.9,31210,Mrs,1900-11-19,North Rhine-Westphalia,2011-04-24,0
171530,171531,2012-08-17,2012-08-20,1464,40,black,17,109.9,43179,Mrs,1900-11-19,Bavaria,2011-02-16,1
171531,171532,2012-08-17,2012-08-20,1500,xxl,black,11,69.9,43179,Mrs,1900-11-19,Bavaria,2011-02-16,0
171675,171676,2012-08-16,2012-08-20,1695,6+,grey,4,180.0,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171676,171677,2012-08-16,2012-08-20,1636,44,blue,113,69.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171677,171678,2012-08-16,2012-08-20,1636,46,blue,113,69.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171678,171679,2012-08-16,2012-08-20,1415,xl,aquamarine,3,24.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171679,171680,2012-08-16,2012-08-20,1442,xl,blue,3,24.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171680,171681,2012-08-16,2012-08-20,1750,l,navy,30,34.95,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171681,171682,2012-08-16,2012-08-22,1755,xl,blue,73,79.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171682,171683,2012-08-16,2012-08-24,1825,40,grey,1,159.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
171683,171684,2012-08-16,2012-09-13,1539,6+,brown,116,99.95,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
172767,172768,2012-08-17,2012-08-20,1657,38,brown,40,149.9,43390,Mrs,1901-06-11,Bavaria,2011-02-16,1
172768,172769,2012-08-17,2012-08-20,2050,unsized,brown,60,69.9,43390,Mrs,1901-06-11,Bavaria,2011-02-16,1
172769,172770,2012-08-17,2012-08-20,1901,unsized,dark oliv,35,59.95,43390,Mrs,1901-06-11,Bavaria,2011-02-16,1
172946,172947,2012-08-17,2012-08-20,1758,39,black,40,139.9,43419,Mrs,1900-11-19,Berlin,2011-02-16,1
172947,172948,2012-08-17,2012-08-20,1586,unsized,anthracite,94,29.9,43419,Mrs,1900-11-19,Berlin,2011-02-16,0
172948,172949,2012-08-17,2012-08-23,1758,40,black,40,139.9,43419,Mrs,1900-11-19,Berlin,2011-02-16,0
173024,173025,2012-08-18,2012-08-23,1743,xl,black,20,79.9,6821,Mrs,1900-11-19,Saxony-Anhalt,2011-10-30,0
173935,173936,2012-08-19,,1622,48,black,34,59.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,0
173936,173937,2012-08-19,,1636,46,blue,113,69.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,0
173937,173938,2012-08-19,,1532,xl,blue,37,26.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,0
173938,173939,2012-08-19,,1532,xl,white,37,26.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,0
174067,174068,2012-08-19,2012-08-21,1750,m,navy,30,34.95,1317,Mrs,1900-11-19,Bavaria,2011-11-03,0
174068,174069,2012-08-19,2012-08-21,1622,48,black,34,59.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,0
174069,174070,2012-08-19,2012-08-21,1636,46,blue,113,69.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,1
174070,174071,2012-08-19,2012-08-21,1532,xl,blue,37,26.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,1
174071,174072,2012-08-19,2012-08-21,1532,xl,white,37,26.9,1317,Mrs,1900-11-19,Bavaria,2011-11-03,1
174072,174073,2012-08-19,2012-09-24,1802,m,mocca,30,32.95,1317,Mrs,1900-11-19,Bavaria,2011-11-03,0
175346,175347,2012-08-20,2012-08-21,1558,40,black,1,169.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,1
175347,175348,2012-08-20,,1726,40,black,1,199.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,0
175435,175436,2012-08-21,2012-08-22,1797,37,grey,44,160.0,4099,Mrs,1900-11-19,North Rhine-Westphalia,2011-10-29,0
175472,175473,2012-08-20,2012-08-22,1552,xxl,black,49,199.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,1
175473,175474,2012-08-20,2012-08-22,1867,xl,black,41,59.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,1
175474,175475,2012-08-20,2012-08-22,1714,xxl,blue,97,49.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,1
175475,175476,2012-08-20,2012-08-22,1487,xxl,anthracite,97,59.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,1
175476,175477,2012-08-20,2012-09-26,1633,xl,black,41,59.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,0
175519,175520,2012-08-21,2012-08-22,1445,l,nature,29,59.9,38892,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
176371,176372,2012-08-21,2012-08-23,1415,m,red,3,24.9,44017,Mrs,1900-11-19,Bavaria,2011-08-26,0
176372,176373,2012-08-21,2012-08-23,1804,s,black,3,39.9,44017,Mrs,1900-11-19,Bavaria,2011-08-26,0
176373,176374,2012-08-21,2012-08-23,1476,m,petrol,3,29.9,44017,Mrs,1900-11-19,Bavaria,2011-08-26,0
176374,176375,2012-08-21,2012-08-23,2137,unsized,berry,29,24.9,44017,Mrs,1900-11-19,Bavaria,2011-08-26,0
176375,176376,2012-08-21,2012-10-04,1666,m,blue,36,99.9,44017,Mrs,1900-11-19,Bavaria,2011-08-26,0
176557,176558,2012-08-21,1990-12-31,1726,40,black,1,199.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,1
177507,177508,2012-08-22,2012-08-23,22,l,blue,14,24.9,7108,Mrs,1900-11-19,Schleswig-Holstein,2011-11-24,1
177510,177511,2012-08-22,2012-08-23,1718,44,black,6,69.9,44219,Mrs,1900-11-19,North Rhine-Westphalia,2011-06-05,0
177511,177512,2012-08-22,2012-08-23,1687,l,grey,3,39.9,44219,Mrs,1900-11-19,North Rhine-Westphalia,2011-06-05,0
177512,177513,2012-08-22,2012-08-23,1409,xl,grey,3,24.9,44219,Mrs,1900-11-19,North Rhine-Westphalia,2011-06-05,0
177898,177899,2012-08-22,2012-08-23,2091,41,brown,122,149.9,44266,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
177899,177900,2012-08-22,2012-08-23,1471,46,blue,113,69.9,44266,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
177900,177901,2012-08-22,2012-08-23,1412,41,blue,54,119.9,44266,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
177946,177947,2012-08-22,2012-08-23,671,42,black,6,39.9,18831,Mrs,1900-11-19,Brandenburg,2011-02-16,1
177947,177948,2012-08-22,2012-08-24,1700,44,khaki,30,189.95,18831,Mrs,1900-11-19,Brandenburg,2011-02-16,0
177948,177949,2012-08-22,2012-08-24,1700,42,khaki,30,189.95,18831,Mrs,1900-11-19,Brandenburg,2011-02-16,1
177988,177989,2012-08-22,2012-09-07,2025,unsized,grey,86,0.0,18831,Mrs,1900-11-19,Brandenburg,2011-02-16,0
178020,178021,2012-08-22,2012-08-23,1517,38,grey,6,69.9,31777,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
178021,178022,2012-08-22,2012-08-23,1517,38,brown,6,69.9,31777,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
178022,178023,2012-08-22,2012-08-23,1517,38,ocher,6,69.9,31777,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
178802,178803,2012-08-23,2012-08-24,1704,40,anthracite,6,59.9,44431,Mrs,1900-11-19,Bavaria,2011-02-16,0
178844,178845,2012-08-23,2012-08-24,660,40,khaki,39,49.95,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
178845,178846,2012-08-23,2012-08-24,242,l,white,20,79.9,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
178846,178847,2012-08-23,2012-08-24,377,40,petrol,57,49.9,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
178847,178848,2012-08-23,2012-08-24,1642,40,dark denim,113,59.9,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
178848,178849,2012-08-23,2012-08-24,1795,40,brown,39,79.9,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
178849,178850,2012-08-23,2012-08-24,472,l,brown,14,34.9,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
178850,178851,2012-08-23,2012-08-24,1855,l,grey,29,89.9,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
178851,178852,2012-08-23,2012-08-31,166,40,anthracite,6,39.9,26587,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
179185,179186,2012-08-24,2012-08-27,1520,xxl,black,28,79.9,4750,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
179781,179782,2012-08-24,2012-08-27,1813,41,brown,104,114.9,8460,Mrs,1901-02-27,North Rhine-Westphalia,2011-02-16,1
179782,179783,2012-08-24,2012-08-27,1446,unsized,pallid,111,4.95,8460,Mrs,1901-02-27,North Rhine-Westphalia,2011-02-16,0
179937,179938,2012-08-24,2012-08-27,2037,40,olive,6,69.9,44625,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
179938,179939,2012-08-24,2012-08-27,1981,40,blue,34,49.9,44625,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
179939,179940,2012-08-24,2012-08-27,1675,38,brown,26,119.9,44625,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
180819,180820,2012-08-25,2012-08-28,1820,unsized,berry,11,49.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180820,180821,2012-08-25,2012-08-28,1546,xl,berry,3,29.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180821,180822,2012-08-25,2012-08-28,2065,44,brown,7,19.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180822,180823,2012-08-25,2012-08-28,1757,44,anthracite,7,19.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180823,180824,2012-08-25,2012-08-28,1757,44,black,7,19.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180824,180825,2012-08-25,2012-08-28,1516,xl,anthracite,28,149.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180825,180826,2012-08-25,2012-08-28,1470,xl,petrol,3,39.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180826,180827,2012-08-25,2012-08-28,1664,xl,olive,37,34.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180827,180828,2012-08-25,2012-08-28,2067,unsized,pink,32,39.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,0
180828,180829,2012-08-25,2012-08-28,1415,xl,purple,3,24.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180829,180830,2012-08-25,2012-08-28,1512,xl,purple,46,29.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180830,180831,2012-08-25,2012-08-28,2149,46,anthracite,9,89.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180831,180832,2012-08-25,2012-08-28,1848,xl,petrol,49,99.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180832,180833,2012-08-25,2012-08-28,1704,46,blue,6,59.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180833,180834,2012-08-25,2012-08-28,1810,46,dark denim,113,49.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180834,180835,2012-08-25,2012-08-28,1687,xl,petrol,3,39.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180835,180836,2012-08-25,2012-08-28,1445,xl,red,29,59.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180836,180837,2012-08-25,2012-08-28,1655,46,black,74,119.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180837,180838,2012-08-25,2012-08-28,1622,44,dark denim,34,59.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180838,180839,2012-08-25,2012-08-28,1760,xxl,dark denim,113,49.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180839,180840,2012-08-25,2012-08-28,1847,46,black,74,119.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180840,180841,2012-08-25,2012-08-28,1749,42,mocca,43,99.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180841,180842,2012-08-25,2012-08-31,1722,xl,dark denim,41,119.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180842,180843,2012-08-25,2012-09-25,1767,xxl,mocca,33,119.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180843,180844,2012-08-25,2012-09-25,1711,42,brown,18,160.0,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180844,180845,2012-08-25,2012-11-01,1489,xl,aubergine,37,29.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180845,180846,2012-08-25,2012-11-01,1684,46,grey,6,59.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180846,180847,2012-08-25,2012-11-01,1720,42,brown,18,170.0,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
180847,180848,2012-08-25,2012-11-13,1634,xl,berry,11,119.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,0
180848,180849,2012-08-25,2012-11-13,1607,l,stained,29,59.9,40264,Mrs,1900-11-19,Bavaria,2011-06-03,1
181010,181011,2012-08-25,2012-08-28,1690,m,aubergine,90,149.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,1
181011,181012,2012-08-25,2012-08-28,1496,m,denim,2,49.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,1
181012,181013,2012-08-25,2012-08-28,1557,m,pink,31,89.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,1
181013,181014,2012-08-25,2012-08-28,1622,38,dark denim,34,59.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,1
181014,181015,2012-08-25,2012-08-28,1622,40,dark denim,34,59.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,1
181015,181016,2012-08-25,2012-08-28,1624,m,beige,11,79.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,1
181016,181017,2012-08-25,2012-08-28,1624,m,brown,11,79.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,1
181017,181018,2012-08-25,,1554,m,striped,49,99.9,44814,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-24,0
181555,181556,2012-08-26,2012-08-28,328,xl,black,37,19.9,11515,Mrs,1901-04-09,Bavaria,2011-02-16,0
181556,181557,2012-08-26,2012-08-28,332,xl,blue,46,19.9,11515,Mrs,1901-04-09,Bavaria,2011-02-16,0
181557,181558,2012-08-26,2012-08-28,1421,xl,black,87,79.9,11515,Mrs,1901-04-09,Bavaria,2011-02-16,1
181629,181630,2012-08-26,2012-08-28,1664,l,olive,37,34.9,44926,Mrs,1900-11-19,Lower Saxony,2011-10-31,0
181630,181631,2012-08-26,2012-08-28,1664,l,blau,37,34.9,44926,Mrs,1900-11-19,Lower Saxony,2011-10-31,0
181631,181632,2012-08-26,2012-08-28,1910,unsized,ancient,10,119.9,44926,Mrs,1900-11-19,Lower Saxony,2011-10-31,0
183637,183638,2012-08-27,2012-08-28,2009,l,blue,37,29.9,42434,Mr,1900-11-19,Lower Saxony,2011-09-08,0
